date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_team_norm,away_team_norm,home_points,away_points,home_goal_diff,away_goal_diff
1949-10-02,Belgium,Switzerland,3,0,Friendly,Brussels,Belgium,False,Belgium,Switzerland,3,0,3,-3
1949-10-02,Sweden,Finland,8,1,Nordic Championship,Malmö,Sweden,False,Sweden,Finland,3,0,7,-7
1949-10-02,Sweden,Norway,3,3,Nordic Championship,Solna,Sweden,False,Sweden,Norway,1,1,0,0
1949-10-09,Yugoslavia,France,1,1,FIFA World Cup qualification,Belgrade,Yugoslavia,False,Yugoslavia,France,1,1,0,0
1949-10-15,Wales,England,1,4,FIFA World Cup qualification,Cardiff,Wales,False,Wales,England,0,3,-3,3
1949-10-16,Austria,Hungary,3,4,Friendly,Vienna,Austria,False,Austria,Hungary,0,3,-1,1
1949-10-23,Denmark,Sweden,3,2,Nordic Championship,Copenhagen,Denmark,False,Denmark,Sweden,3,0,1,-1
1949-10-30,France,Yugoslavia,1,1,FIFA World Cup qualification,Colombes,France,False,France,Yugoslavia,1,1,0,0
1949-11-06,Netherlands,Belgium,0,1,Friendly,Rotterdam,Netherlands,False,Netherlands,Belgium,0,3,-1,1
1949-11-09,Scotland,Wales,2,0,FIFA World Cup qualification,Glasgow,Scotland,False,Scotland,Wales,3,0,2,-2
1949-11-13,France,Czechoslovakia,1,0,Friendly,Colombes,France,False,France,Czechoslovakia,3,0,1,-1
1949-11-13,Republic of Ireland,Sweden,1,3,FIFA World Cup qualification,Dublin,Éire,False,Republic of Ireland,Sweden,0,3,-2,2
1949-11-13,Yugoslavia,Austria,2,5,Friendly,Belgrade,Yugoslavia,False,Yugoslavia,Austria,0,3,-3,3
1949-11-16,England,Northern Ireland,9,2,FIFA World Cup qualification,Manchester,England,False,England,Northern Ireland,3,0,7,-7
1949-11-20,Hungary,Sweden,5,0,Friendly,Budapest,Hungary,False,Hungary,Sweden,3,0,5,-5
1949-11-20,Turkey,Syria,7,0,FIFA World Cup qualification,Ankara,Turkey,False,Turkiye,Syria,3,0,7,-7
1949-11-23,Wales,Belgium,5,1,Friendly,Cardiff,Wales,False,Wales,Belgium,3,0,4,-4
1949-11-30,England,Italy,2,0,Friendly,London,England,False,England,Italy,3,0,2,-2
1949-12-11,France,Yugoslavia,2,3,FIFA World Cup qualification,Florence,Italy,True,France,Yugoslavia,0,3,-1,1
1949-12-11,Netherlands,Denmark,0,1,Friendly,Amsterdam,Netherlands,False,Netherlands,Denmark,0,3,-1,1
1949-12-19,Haiti,Jamaica,2,0,Friendly,Port-au-Prince,Haiti,False,Haiti,Jamaica,3,0,2,-2
1949-12-20,Haiti,Cuba,3,0,Friendly,Port-au-Prince,Haiti,False,Haiti,Cuba,3,0,3,-3
1950-01-24,Zambia,DR Congo,1,0,Friendly,Kitwe,Northern Rhodesia,False,Zambia,Congo DR,3,0,1,-1
1950-02-17,Egypt,Greece,2,0,Friendly,Cairo,Egypt,False,Egypt,Greece,3,0,2,-2
1950-02-26,Croatia,Serbia,4,1,Friendly,Zagreb,Yugoslavia,False,Croatia,Serbia,3,0,3,-3
1950-03-05,Italy,Belgium,3,1,Friendly,Bologna,Italy,False,Italy,Belgium,3,0,2,-2
1950-03-19,Austria,Switzerland,3,3,Central European International Cup,Vienna,Austria,False,Austria,Switzerland,1,1,0,0
1950-03-25,Argentina,Paraguay,2,2,Copa Chevallier Boutell,Buenos Aires,Argentina,False,Argentina,Paraguay,1,1,0,0
1950-03-29,Argentina,Paraguay,4,0,Copa Chevallier Boutell,Buenos Aires,Argentina,False,Argentina,Paraguay,3,0,4,-4
1950-04-02,Austria,Italy,1,0,Central European International Cup,Vienna,Austria,False,Austria,Italy,3,0,1,-1
1950-04-02,Spain,Portugal,5,1,FIFA World Cup qualification,Madrid,Spain,False,Spain,Portugal,3,0,4,-4
1950-04-07,Chile,Uruguay,1,5,Friendly,Santiago,Chile,False,Chile,Uruguay,0,3,-4,4
1950-04-09,Chile,Uruguay,2,1,Friendly,Santiago,Chile,False,Chile,Uruguay,3,0,1,-1
1950-04-09,Portugal,Spain,2,2,FIFA World Cup qualification,Oeiras,Portugal,False,Portugal,Spain,1,1,0,0
1950-04-15,Scotland,England,0,1,FIFA World Cup qualification,Glasgow,Scotland,False,Scotland,England,0,3,-1,1
1950-04-16,Belgium,Netherlands,2,0,Friendly,Antwerp,Belgium,False,Belgium,Netherlands,3,0,2,-2
1950-04-16,South Korea,Taiwan,3,1,Friendly,Wan Chai,Hong Kong,True,Korea Republic,Taiwan,3,0,2,-2
1950-04-26,Scotland,Switzerland,3,1,Friendly,Glasgow,Scotland,False,Scotland,Switzerland,3,0,2,-2
1950-04-30,Paraguay,Uruguay,3,2,Friendly,Rio de Janeiro,Brazil,True,Paraguay,Uruguay,3,0,1,-1
1950-05-06,Brazil,Uruguay,3,4,Copa Rio Branco,São Paulo,Brazil,False,Brazil,Uruguay,0,3,-1,1
1950-05-07,Brazil,Paraguay,2,0,Copa Oswaldo Cruz,Rio de Janeiro,Brazil,False,Brazil,Paraguay,3,0,2,-2
1950-05-10,Belgium,Republic of Ireland,5,1,Friendly,Brussels,Belgium,False,Belgium,Republic of Ireland,3,0,4,-4
1950-05-13,Brazil,Paraguay,3,3,Copa Oswaldo Cruz,São Paulo,Brazil,False,Brazil,Paraguay,1,1,0,0
1950-05-14,Austria,Hungary,5,3,Friendly,Vienna,Austria,False,Austria,Hungary,3,0,2,-2
1950-05-14,Brazil,Uruguay,3,2,Copa Rio Branco,Rio de Janeiro,Brazil,False,Brazil,Uruguay,3,0,1,-1
1950-05-14,Portugal,England,3,5,Friendly,Oeiras,Portugal,False,Portugal,England,0,3,-2,2
1950-05-18,Belgium,England,1,4,Friendly,Brussels,Belgium,False,Belgium,England,0,3,-3,3
1950-05-21,Portugal,Scotland,2,2,Friendly,Oeiras,Portugal,False,Portugal,Scotland,1,1,0,0
1950-05-27,France,Scotland,0,1,Friendly,Colombes,France,False,France,Scotland,0,3,-1,1
1950-05-28,Ghana,Nigeria,1,0,Friendly,Accra,Gold Coast,False,Ghana,Nigeria,3,0,1,-1
1950-05-28,Turkey,Iran,6,1,Friendly,Istanbul,Turkey,False,Turkiye,IR Iran,3,0,5,-5
1950-06-04,Belgium,France,4,1,Friendly,Brussels,Belgium,False,Belgium,France,3,0,3,-3
1950-06-08,Sweden,Netherlands,4,1,Friendly,Solna,Sweden,False,Sweden,Netherlands,3,0,3,-3
1950-06-11,Finland,Netherlands,4,1,Friendly,Helsinki,Finland,False,Finland,Netherlands,3,0,3,-3
1950-06-11,Switzerland,Yugoslavia,0,4,Friendly,Bern,Switzerland,False,Switzerland,Yugoslavia,0,3,-4,4
1950-06-14,Zimbabwe,Australia,0,5,Friendly,Salisbury,Southern Rhodesia,False,Zimbabwe,Australia,0,3,-5,5
1950-06-17,Zimbabwe,Australia,1,4,Friendly,Bulawayo,Southern Rhodesia,False,Zimbabwe,Australia,0,3,-3,3
1950-06-22,Denmark,Norway,4,0,Nordic Championship,Copenhagen,Denmark,False,Denmark,Norway,3,0,4,-4
1950-06-24,Brazil,Mexico,4,0,FIFA World Cup,Rio de Janeiro,Brazil,False,Brazil,Mexico,3,0,4,-4
1950-06-24,South Africa,Australia,3,2,Friendly,Durban,South Africa,False,South Africa,Australia,3,0,1,-1
1950-06-25,Chile,England,0,2,FIFA World Cup,Rio de Janeiro,Brazil,True,Chile,England,0,3,-2,2
1950-06-25,Denmark,Norway,1,4,Friendly,Aarhus,Denmark,False,Denmark,Norway,0,3,-3,3
1950-06-25,Italy,Sweden,2,3,FIFA World Cup,São Paulo,Brazil,True,Italy,Sweden,0,3,-1,1
1950-06-25,Spain,United States,3,1,FIFA World Cup,Curitiba,Brazil,True,Spain,USA,3,0,2,-2
1950-06-25,Switzerland,Yugoslavia,0,3,FIFA World Cup,Belo Horizonte,Brazil,True,Switzerland,Yugoslavia,0,3,-3,3
1950-06-28,Brazil,Switzerland,2,2,FIFA World Cup,São Paulo,Brazil,False,Brazil,Switzerland,1,1,0,0
1950-06-28,Mexico,Yugoslavia,1,4,FIFA World Cup,Porto Alegre,Brazil,True,Mexico,Yugoslavia,0,3,-3,3
1950-06-29,Chile,Spain,0,2,FIFA World Cup,Rio de Janeiro,Brazil,True,Chile,Spain,0,3,-2,2
1950-06-29,England,United States,0,1,FIFA World Cup,Belo Horizonte,Brazil,True,England,USA,0,3,-1,1
1950-06-29,Paraguay,Sweden,2,2,FIFA World Cup,Curitiba,Brazil,True,Paraguay,Sweden,1,1,0,0
1950-07-01,Brazil,Yugoslavia,2,0,FIFA World Cup,Rio de Janeiro,Brazil,False,Brazil,Yugoslavia,3,0,2,-2
1950-07-01,South Africa,Australia,2,1,Friendly,Johannesburg,South Africa,False,South Africa,Australia,3,0,1,-1
1950-07-02,Bolivia,Uruguay,0,8,FIFA World Cup,Belo Horizonte,Brazil,True,Bolivia,Uruguay,0,3,-8,8
1950-07-02,Chile,United States,5,2,FIFA World Cup,Recife,Brazil,True,Chile,USA,3,0,3,-3
1950-07-02,England,Spain,0,1,FIFA World Cup,Rio de Janeiro,Brazil,True,England,Spain,0,3,-1,1
1950-07-02,Italy,Paraguay,2,0,FIFA World Cup,São Paulo,Brazil,True,Italy,Paraguay,3,0,2,-2
1950-07-02,Mexico,Switzerland,1,2,FIFA World Cup,Porto Alegre,Brazil,True,Mexico,Switzerland,0,3,-1,1
1950-07-08,South Africa,Australia,1,2,Friendly,Port Elizabeth,South Africa,False,South Africa,Australia,0,3,-1,1
1950-07-09,Brazil,Sweden,7,1,FIFA World Cup,Rio de Janeiro,Brazil,False,Brazil,Sweden,3,0,6,-6
1950-07-09,Spain,Uruguay,2,2,FIFA World Cup,São Paulo,Brazil,True,Spain,Uruguay,1,1,0,0
1950-07-13,Brazil,Spain,6,1,FIFA World Cup,Rio de Janeiro,Brazil,False,Brazil,Spain,3,0,5,-5
1950-07-13,Sweden,Uruguay,2,3,FIFA World Cup,São Paulo,Brazil,True,Sweden,Uruguay,0,3,-1,1
1950-07-16,Brazil,Uruguay,1,2,FIFA World Cup,Rio de Janeiro,Brazil,False,Brazil,Uruguay,0,3,-1,1
1950-07-16,Spain,Sweden,1,3,FIFA World Cup,São Paulo,Brazil,True,Spain,Sweden,0,3,-2,2
1950-07-23,South Africa,Australia,0,2,Friendly,Cape Town,South Africa,False,South Africa,Australia,0,3,-2,2
1950-08-15,Norway,Luxembourg,2,2,Friendly,Bergen,Norway,False,Norway,Luxembourg,1,1,0,0
1950-09-03,Sweden,Yugoslavia,1,2,Friendly,Solna,Sweden,False,Sweden,Yugoslavia,0,3,-1,1
1950-09-10,Norway,Finland,4,1,Nordic Championship,Oslo,Norway,False,Norway,Finland,3,0,3,-3
1950-09-24,Finland,Sweden,0,1,Nordic Championship,Helsinki,Finland,False,Finland,Sweden,0,3,-1,1
1950-09-24,Norway,Sweden,1,3,Nordic Championship,Oslo,Norway,False,Norway,Sweden,0,3,-2,2
1950-10-07,Northern Ireland,England,1,4,British Home Championship,Belfast,Northern Ireland,False,Northern Ireland,England,0,3,-3,3
1950-10-08,Austria,Yugoslavia,7,2,Friendly,Vienna,Austria,False,Austria,Yugoslavia,3,0,5,-5
1950-10-14,Jamaica,Haiti,2,1,Friendly,Kingston,Jamaica,False,Jamaica,Haiti,3,0,1,-1
1950-10-15,Sweden,Denmark,4,0,Nordic Championship,Solna,Sweden,False,Sweden,Denmark,3,0,4,-4
1950-10-15,Switzerland,Netherlands,7,5,Friendly,Basel,Switzerland,False,Switzerland,Netherlands,3,0,2,-2
1950-10-21,Wales,Scotland,1,3,British Home Championship,Cardiff,Wales,False,Wales,Scotland,0,3,-2,2
1950-10-26,Iran,Afghanistan,4,0,Friendly,Tehran,Iran,False,IR Iran,Afghanistan,3,0,4,-4
1950-10-28,Israel,Turkey,5,1,Friendly,Tel Aviv,Israel,False,Israel,Turkiye,3,0,4,-4
1950-10-29,Hungary,Austria,4,3,Friendly,Budapest,Hungary,False,Hungary,Austria,3,0,1,-1
1950-11-01,France,Belgium,3,3,Friendly,Colombes,France,False,France,Belgium,1,1,0,0
1950-11-01,Scotland,Northern Ireland,6,1,British Home Championship,Glasgow,Scotland,False,Scotland,Northern Ireland,3,0,5,-5
1950-11-05,Austria,Denmark,5,1,Friendly,Vienna,Austria,False,Austria,Denmark,3,0,4,-4
1950-11-05,Yugoslavia,Norway,4,0,Friendly,Belgrade,Yugoslavia,False,Yugoslavia,Norway,3,0,4,-4
1950-11-12,Belgium,Netherlands,7,2,Friendly,Antwerp,Belgium,False,Belgium,Netherlands,3,0,5,-5
1950-11-12,Switzerland,Sweden,4,2,Friendly,Geneva,Switzerland,False,Switzerland,Sweden,3,0,2,-2
1950-11-15,England,Wales,4,2,British Home Championship,Sunderland,England,False,England,Wales,3,0,2,-2
1950-11-18,Curaçao,Suriname,2,3,Friendly,Port of Spain,Trinidad and Tobago,True,Curacao,Suriname,0,3,-1,1
1950-11-22,England,Yugoslavia,2,2,Friendly,London,England,False,England,Yugoslavia,1,1,0,0
1950-11-22,Germany,Switzerland,1,0,Friendly,Stuttgart,Germany,False,Germany,Switzerland,3,0,1,-1
1950-11-22,Trinidad and Tobago,Curaçao,3,2,Friendly,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,Curacao,3,0,1,-1
1950-11-26,Republic of Ireland,Norway,2,2,Friendly,Dublin,Éire,False,Republic of Ireland,Norway,1,1,0,0
1950-11-28,Curaçao,Suriname,3,0,Friendly,Port of Spain,Trinidad and Tobago,True,Curacao,Suriname,3,0,3,-3
1950-12-02,Trinidad and Tobago,Curaçao,5,1,Friendly,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,Curacao,3,0,4,-4
1950-12-03,Turkey,Israel,3,2,Friendly,Istanbul,Turkey,False,Turkiye,Israel,3,0,1,-1
1950-12-10,France,Netherlands,5,2,Friendly,Colombes,France,False,France,Netherlands,3,0,3,-3
1950-12-13,Scotland,Austria,0,1,Friendly,Glasgow,Scotland,False,Scotland,Austria,0,3,-1,1
1951-02-06,France,Yugoslavia,2,1,Friendly,Paris,France,False,France,Yugoslavia,3,0,1,-1
1951-02-18,Spain,Switzerland,6,3,Friendly,Madrid,Spain,False,Spain,Switzerland,3,0,3,-3
1951-02-27,Panama,Costa Rica,2,0,CCCF Championship,Panama City,Panama,False,Panama,Costa Rica,3,0,2,-2
1951-02-28,Panama,Nicaragua,4,0,CCCF Championship,Panama City,Panama,False,Panama,Nicaragua,3,0,4,-4
1951-03-02,Panama,Costa Rica,1,1,CCCF Championship,Panama City,Panama,False,Panama,Costa Rica,1,1,0,0
1951-03-04,Panama,Nicaragua,6,2,CCCF Championship,Panama City,Panama,False,Panama,Nicaragua,3,0,4,-4
1951-03-05,Iran,Myanmar,2,0,Asian Games,New Delhi,India,True,IR Iran,Myanmar,3,0,2,-2
1951-03-07,Iran,Japan,0,0,Asian Games,New Delhi,India,True,IR Iran,Japan,1,1,0,0
1951-03-08,Iran,Japan,3,2,Asian Games,New Delhi,India,True,IR Iran,Japan,3,0,1,-1
1951-03-09,Japan,Afghanistan,2,0,Asian Games,New Delhi,India,True,Japan,Afghanistan,3,0,2,-2
1951-03-10,India,Iran,1,0,Asian Games,New Delhi,India,False,India,IR Iran,3,0,1,-1
1951-04-08,Portugal,Italy,1,4,Friendly,Oeiras,Portugal,False,Portugal,Italy,0,3,-3,3
1951-04-14,England,Scotland,2,3,British Home Championship,London,England,False,England,Scotland,0,3,-1,1
1951-04-15,Netherlands,Belgium,5,4,Friendly,Amsterdam,Netherlands,False,Netherlands,Belgium,3,0,1,-1
1951-04-15,Switzerland,Germany,2,3,Friendly,Zürich,Switzerland,False,Switzerland,Germany,0,3,-1,1
1951-05-09,England,Argentina,2,1,Friendly,London,England,False,England,Argentina,3,0,1,-1
1951-05-12,Northern Ireland,France,2,2,Friendly,Belfast,Northern Ireland,False,Northern Ireland,France,1,1,0,0
1951-05-12,Scotland,Denmark,3,1,Friendly,Glasgow,Scotland,False,Scotland,Denmark,3,0,2,-2
1951-05-12,Wales,Portugal,2,1,Friendly,Cardiff,Wales,False,Wales,Portugal,3,0,1,-1
1951-05-13,Republic of Ireland,Argentina,0,1,Friendly,Dublin,Éire,False,Republic of Ireland,Argentina,0,3,-1,1
1951-05-16,Scotland,France,1,0,Friendly,Glasgow,Scotland,False,Scotland,France,3,0,1,-1
1951-05-16,Wales,Switzerland,3,2,Friendly,Wrexham,Wales,False,Wales,Switzerland,3,0,1,-1
1951-05-19,England,Portugal,5,2,Friendly,Liverpool,England,False,England,Portugal,3,0,3,-3
1951-05-20,Belgium,Scotland,0,5,Friendly,Brussels,Belgium,False,Belgium,Scotland,0,3,-5,5
1951-05-27,Austria,Scotland,4,0,Friendly,Vienna,Austria,False,Austria,Scotland,3,0,4,-4
1951-05-30,Norway,Republic of Ireland,2,3,Friendly,Oslo,Norway,False,Norway,Republic of Ireland,0,3,-1,1
1951-06-03,Italy,France,4,1,Friendly,Genoa,Italy,False,Italy,France,3,0,3,-3
1951-06-06,Netherlands,Norway,2,3,Friendly,Rotterdam,Netherlands,False,Netherlands,Norway,0,3,-1,1
1951-06-10,Belgium,Spain,3,3,Friendly,Brussels,Belgium,False,Belgium,Spain,1,1,0,0
1951-06-10,Sweden,Turkey,3,1,Friendly,Solna,Sweden,False,Sweden,Turkiye,3,0,2,-2
1951-06-17,Denmark,Austria,3,3,Friendly,Copenhagen,Denmark,False,Denmark,Austria,1,1,0,0
1951-06-17,Germany,Turkey,1,2,Friendly,Berlin,Germany,False,Germany,Turkiye,0,3,-1,1
1951-06-17,Portugal,Belgium,1,1,Friendly,Oeiras,Portugal,False,Portugal,Belgium,1,1,0,0
1951-06-17,Sweden,Spain,0,0,Friendly,Solna,Sweden,False,Sweden,Spain,1,1,0,0
1951-06-24,Yugoslavia,Switzerland,7,3,Friendly,Belgrade,Yugoslavia,False,Yugoslavia,Switzerland,3,0,4,-4
1951-06-29,Iceland,Sweden,4,3,Friendly,Reykjavík,Iceland,False,Iceland,Sweden,3,0,1,-1
1951-07-26,Norway,Iceland,3,1,Friendly,Trondheim,Norway,False,Norway,Iceland,3,0,2,-2
1951-08-16,Finland,Norway,1,1,Nordic Championship,Helsinki,Finland,False,Finland,Norway,1,1,0,0
1951-08-23,Norway,Yugoslavia,2,4,Friendly,Oslo,Norway,False,Norway,Yugoslavia,0,3,-2,2
1951-09-02,Sweden,Finland,3,2,Nordic Championship,Solna,Sweden,False,Sweden,Finland,3,0,1,-1
1951-09-02,Yugoslavia,Sweden,2,1,Friendly,Belgrade,Yugoslavia,False,Yugoslavia,Sweden,3,0,1,-1
1951-09-16,Norway,Denmark,2,0,Nordic Championship,Oslo,Norway,False,Norway,Denmark,3,0,2,-2
1951-09-19,New Caledonia,New Zealand,2,0,Friendly,Nouméa,New Caledonia,False,New Caledonia,New Zealand,3,0,2,-2
1951-09-22,New Caledonia,New Zealand,4,6,Friendly,Nouméa,New Caledonia,False,New Caledonia,New Zealand,0,3,-2,2
1951-09-23,Austria,Germany,0,2,Friendly,Vienna,Austria,False,Austria,Germany,0,3,-2,2
1951-09-24,New Caledonia,New Zealand,2,0,Friendly,Nouméa,New Caledonia,False,New Caledonia,New Zealand,3,0,2,-2
1951-09-30,New Caledonia,New Zealand,1,3,Friendly,Nouméa,New Caledonia,False,New Caledonia,New Zealand,0,3,-2,2
1951-09-30,Sweden,Norway,3,4,Nordic Championship,Gothenburg,Sweden,False,Sweden,Norway,0,3,-1,1
1951-10-03,England,France,2,2,Friendly,London,England,False,England,France,1,1,0,0
1951-10-04,New Zealand,Vanuatu,9,0,Friendly,Nouméa,New Caledonia,True,New Zealand,Vanuatu,3,0,9,-9
1951-10-06,Northern Ireland,Scotland,0,3,British Home Championship,Belfast,Northern Ireland,False,Northern Ireland,Scotland,0,3,-3,3
1951-10-07,Fiji,New Zealand,4,6,Friendly,Suva,Fiji,False,Fiji,New Zealand,0,3,-2,2
1951-10-14,Belgium,Austria,1,8,Friendly,Brussels,Belgium,False,Belgium,Austria,0,3,-7,7
1951-10-14,Switzerland,France,1,2,Friendly,Geneva,Switzerland,False,Switzerland,France,0,3,-1,1
1951-10-17,Republic of Ireland,Germany,3,2,Friendly,Dublin,Éire,False,Republic of Ireland,Germany,3,0,1,-1
1951-10-20,Nigeria,Ghana,5,0,Friendly,Lagos,Nigeria,False,Nigeria,Ghana,3,0,5,-5
1951-10-20,Wales,England,1,1,British Home Championship,Cardiff,Wales,False,Wales,England,1,1,0,0
1951-10-21,Denmark,Sweden,3,1,Nordic Championship,Copenhagen,Denmark,False,Denmark,Sweden,3,0,2,-2
1951-10-27,Netherlands,Finland,4,4,Friendly,Rotterdam,Netherlands,False,Netherlands,Finland,1,1,0,0
1951-11-01,France,Austria,2,2,Friendly,Colombes,France,False,France,Austria,1,1,0,0
1951-11-11,Italy,Sweden,1,1,Friendly,Florence,Italy,False,Italy,Sweden,1,1,0,0
1951-11-14,England,Northern Ireland,2,0,British Home Championship,London,England,False,England,Northern Ireland,3,0,2,-2
1951-11-14,Scotland,Wales,0,1,British Home Championship,Glasgow,Scotland,False,Scotland,Wales,0,3,-1,1
1951-11-14,Turkey,Sweden,1,0,Friendly,Istanbul,Turkey,False,Turkiye,Sweden,3,0,1,-1
1951-11-21,Turkey,Germany,0,2,Friendly,Istanbul,Turkey,False,Turkiye,Germany,0,3,-2,2
1951-11-25,Greece,Egypt,1,0,Friendly,Athens,Greece,False,Greece,Egypt,3,0,1,-1
1951-11-25,Netherlands,Belgium,6,7,Friendly,Rotterdam,Netherlands,False,Netherlands,Belgium,0,3,-1,1
1951-11-25,Switzerland,Italy,1,1,Central European International Cup,Lugano,Switzerland,False,Switzerland,Italy,1,1,0,0
1951-11-28,England,Austria,2,2,Friendly,London,England,False,England,Austria,1,1,0,0
1951-12-08,Venezuela,Panama,4,1,Friendly,Caracas,Venezuela,False,Venezuela,Panama,3,0,3,-3
1951-12-23,Germany,Luxembourg,4,1,Friendly,Essen,Germany,False,Germany,Luxembourg,3,0,3,-3
1951-12-26,Jamaica,Haiti,2,2,Friendly,Kingston,Jamaica,False,Jamaica,Haiti,1,1,0,0
1951-12-27,Jamaica,Haiti,0,1,Friendly,Kingston,Jamaica,False,Jamaica,Haiti,0,3,-1,1
1951-12-29,Jamaica,Haiti,2,1,Friendly,Kingston,Jamaica,False,Jamaica,Haiti,3,0,1,-1
1952-02-02,Curaçao,Aruba,3,0,Friendly,Willemstad,Curaçao,False,Curacao,Aruba,3,0,3,-3
1952-02-03,Curaçao,Aruba,3,1,Friendly,Willemstad,Curaçao,False,Curacao,Aruba,3,0,2,-2
1952-02-24,Belgium,Italy,2,0,Friendly,Brussels,Belgium,False,Belgium,Italy,3,0,2,-2
1952-03-16,Chile,Panama,6,1,Pan American Championship,Santiago,Chile,False,Chile,Panama,3,0,5,-5
1952-03-23,Austria,Belgium,2,0,Friendly,Vienna,Austria,False,Austria,Belgium,3,0,2,-2
1952-03-23,Mexico,Uruguay,1,3,Pan American Championship,Santiago,Chile,True,Mexico,Uruguay,0,3,-2,2
1952-03-23,Panama,Peru,1,7,Pan American Championship,Santiago,Chile,True,Panama,Peru,0,3,-6,6
1952-03-26,Chile,Mexico,4,0,Pan American Championship,Santiago,Chile,False,Chile,Mexico,3,0,4,-4
1952-03-26,France,Sweden,0,1,Friendly,Paris,France,False,France,Sweden,0,3,-1,1
1952-03-30,Peru,Uruguay,2,5,Pan American Championship,Santiago,Chile,True,Peru,Uruguay,0,3,-3,3
1952-04-05,Scotland,England,1,2,British Home Championship,Glasgow,Scotland,False,Scotland,England,0,3,-1,1
1952-04-06,Belgium,Netherlands,4,2,Friendly,Antwerp,Belgium,False,Belgium,Netherlands,3,0,2,-2
1952-04-06,Brazil,Mexico,2,0,Pan American Championship,Santiago,Chile,True,Brazil,Mexico,3,0,2,-2
1952-04-06,Panama,Uruguay,1,6,Pan American Championship,Santiago,Chile,True,Panama,Uruguay,0,3,-5,5
1952-04-10,Brazil,Peru,0,0,Pan American Championship,Santiago,Chile,True,Brazil,Peru,1,1,0,0
1952-04-10,Mexico,Panama,4,2,Pan American Championship,Santiago,Chile,True,Mexico,Panama,3,0,2,-2
1952-04-13,Brazil,Panama,5,0,Pan American Championship,Santiago,Chile,True,Brazil,Panama,3,0,5,-5
1952-04-13,Chile,Uruguay,2,0,Pan American Championship,Santiago,Chile,False,Chile,Uruguay,3,0,2,-2
1952-04-16,Brazil,Uruguay,4,2,Pan American Championship,Santiago,Chile,True,Brazil,Uruguay,3,0,2,-2
1952-04-20,Chile,Brazil,0,3,Pan American Championship,Santiago,Chile,False,Chile,Brazil,0,3,-3,3
1952-04-20,France,Portugal,3,0,Friendly,Colombes,France,False,France,Portugal,3,0,3,-3
1952-04-20,Luxembourg,Germany,0,3,Friendly,Luxembourg,Luxembourg,False,Luxembourg,Germany,0,3,-3,3
1952-04-20,Mexico,Peru,0,3,Pan American Championship,Santiago,Chile,True,Mexico,Peru,0,3,-3,3
1952-04-30,Scotland,United States,6,0,Friendly,Glasgow,Scotland,False,Scotland,USA,3,0,6,-6
1952-05-04,Germany,Republic of Ireland,3,0,Friendly,Cologne,Germany,False,Germany,Republic of Ireland,3,0,3,-3
1952-05-07,Austria,Republic of Ireland,6,0,Friendly,Vienna,Austria,False,Austria,Republic of Ireland,3,0,6,-6
1952-05-14,Netherlands,Sweden,0,0,Friendly,Amsterdam,Netherlands,False,Netherlands,Sweden,1,1,0,0
1952-05-18,Italy,England,1,1,Friendly,Florence,Italy,False,Italy,England,1,1,0,0
1952-05-22,Belgium,France,1,2,Friendly,Brussels,Belgium,False,Belgium,France,0,3,-1,1
1952-05-25,Austria,England,2,3,Friendly,Vienna,Austria,False,Austria,England,0,3,-1,1
1952-05-25,Denmark,Scotland,1,2,Friendly,Copenhagen,Denmark,False,Denmark,Scotland,0,3,-1,1
1952-05-28,Switzerland,England,0,3,Friendly,Zürich,Switzerland,False,Switzerland,England,0,3,-3,3
1952-05-30,Sweden,Scotland,3,1,Friendly,Solna,Sweden,False,Sweden,Scotland,3,0,2,-2
1952-06-01,Spain,Republic of Ireland,6,0,Friendly,Madrid,Spain,False,Spain,Republic of Ireland,3,0,6,-6
1952-06-01,Turkey,Switzerland,1,5,Friendly,Ankara,Turkey,False,Turkiye,Switzerland,0,3,-4,4
1952-06-08,Turkey,Spain,0,0,Friendly,Istanbul,Turkey,False,Turkiye,Spain,1,1,0,0
1952-06-10,Norway,Finland,1,2,Friendly,Oslo,Norway,False,Norway,Finland,0,3,-1,1
